,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Lakatoro,VU,-16.0999,167.4164,77.7,51,28,7.27,scattered clouds
461,Owando,CG,-0.4819,15.8999,72.66,90,76,3.09,broken clouds
462,Hayden,US,47.766,-116.7866,69.37,69,20,11.5,few clouds
463,Gallup,US,35.5281,-108.7426,80.02,5,1,3.0,clear sky
464,Ternovka,RU,51.678,41.6375,52.74,80,57,5.5,broken clouds
465,Palauig,PH,15.435,119.9045,85.23,66,13,0.6,few clouds
466,Cap-Chat,CA,49.1001,-66.6821,51.8,93,100,16.11,overcast clouds
467,Shihezi,CN,44.3,86.0333,73.99,27,0,5.86,clear sky
468,Wenling,CN,28.3669,121.36,72.91,79,88,9.26,overcast clouds
469,Khorixas,NA,-20.3667,14.9667,63.88,38,0,8.79,clear sky
470,Alamos,MX,27.0167,-108.9333,94.71,11,32,9.19,scattered clouds
471,Havoysund,NO,70.9963,24.6622,34.68,69,21,1.52,few clouds
472,Chodavaram,IN,17.8333,82.95,85.84,35,100,5.1,overcast clouds
473,Magistralnyy,RU,56.1725,107.4458,46.29,74,100,2.06,overcast clouds
474,Saint George,US,37.1041,-113.5841,93.67,10,1,5.99,clear sky
475,Yulara,AU,-25.2406,130.9889,48.04,53,69,5.75,broken clouds
476,Soe,ID,-9.8607,124.284,71.94,76,54,7.63,broken clouds
477,Nuuk,GL,64.1835,-51.7216,36.21,69,27,6.91,scattered clouds
478,Kaspiyskiy,RU,45.3929,47.3707,66.2,71,91,12.75,overcast clouds
479,Nsoko,SZ,-27.0333,31.95,57.27,81,97,2.91,overcast clouds
480,Hoopstad,ZA,-27.8327,25.9083,50.68,52,97,3.33,overcast clouds
481,Cravo Norte,CO,6.3017,-70.2041,74.75,92,100,2.86,overcast clouds
482,Torbay,CA,47.6666,-52.7314,46.67,77,90,28.77,overcast clouds
483,Vestmannaeyjar,IS,63.4427,-20.2734,45.39,89,78,24.61,broken clouds
484,Uvinza,TZ,-5.1036,30.3911,62.56,79,36,1.12,scattered clouds
485,Nyaunglebin,MM,17.95,96.7333,77.11,88,99,5.41,light rain
486,Glenwood Springs,US,39.5505,-107.3248,76.12,18,26,6.06,scattered clouds
487,Amboise,FR,47.4125,0.9827,54.14,74,90,17.69,overcast clouds
488,Loanda,AO,-8.8368,13.2343,73.18,89,8,6.71,clear sky
489,Kamaishi,JP,39.2667,141.8833,58.15,61,34,3.09,scattered clouds
490,Qandala,SO,11.472,49.8728,85.55,69,4,3.42,clear sky
491,Tomatlan,MX,19.9333,-105.25,89.19,37,0,13.2,clear sky
492,Fereydunshahr,IR,32.941,50.121,48.7,51,1,5.64,clear sky
493,Byron Bay,AU,-28.65,153.6167,71.06,67,1,6.13,clear sky
494,Coquimbo,CL,-29.9533,-71.3436,56.93,82,0,1.77,clear sky
495,Kitimat,CA,54.0524,-128.6534,62.98,60,69,3.0,broken clouds
496,Sandakan,MY,5.8402,118.1179,76.68,94,20,0.0,few clouds
497,Soverato,IT,38.685,16.5499,66.15,82,36,13.98,scattered clouds
498,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,86,100,9.93,overcast clouds
499,Nyurba,RU,63.2842,118.3319,53.67,51,100,4.59,overcast clouds
500,Pangody,RU,65.85,74.4859,41.27,49,99,7.83,overcast clouds
501,Egvekinot,RU,66.3167,-179.1667,38.61,76,99,10.87,overcast clouds
502,Mauganj,IN,24.6833,81.8833,80.55,49,95,4.09,overcast clouds
503,Rantepao,ID,-2.9701,119.8978,71.29,90,97,2.33,overcast clouds
504,Wakkanai,JP,45.4094,141.6739,50.34,85,74,14.85,broken clouds
505,Diego De Almagro,CL,-26.3667,-70.05,66.45,21,100,1.86,overcast clouds
506,Vega De Alatorre,MX,20.0333,-96.6333,83.75,75,43,15.28,scattered clouds
507,Tilichiki,RU,60.4667,166.1,40.26,74,100,9.55,overcast clouds
508,Myshkin,RU,57.7897,38.4545,43.81,94,90,5.39,overcast clouds
509,Belmonte,BR,-15.8631,-38.8828,79.3,80,19,5.1,few clouds
510,Eyl,SO,7.9803,49.8164,78.64,74,12,21.3,few clouds
511,Mundo Nuevo,MX,18.7,-95.5,83.5,74,34,18.19,scattered clouds
512,Omboue,GA,-1.5746,9.2618,77.7,94,97,6.69,overcast clouds
513,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,10.36,broken clouds
514,Caconda,AO,-13.7333,15.0667,53.47,55,0,3.27,clear sky
515,Nguruka,TZ,-5.1092,31.0419,61.32,76,18,2.91,few clouds
516,Kumta,IN,14.4167,74.4,81.37,84,97,9.84,overcast clouds
517,Dukat,RU,62.55,155.55,36.14,73,99,6.4,overcast clouds
518,Quemado De Guines,CU,22.7853,-80.2536,80.82,75,60,13.91,broken clouds
519,Vila Velha,BR,-20.3297,-40.2925,73.35,81,90,3.0,overcast clouds
520,Rocha,UY,-34.4833,-54.3333,46.24,73,0,5.19,clear sky
521,Vynohradove,UA,46.3696,32.9398,56.64,82,33,3.85,scattered clouds
522,Poopo,BO,-18.3667,-66.9667,47.08,38,43,0.58,scattered clouds
523,Conneaut,US,41.9476,-80.5542,85.32,77,99,10.18,overcast clouds
524,Campbell River,CA,50.0163,-125.2446,62.13,64,75,3.44,broken clouds
525,Axim,GH,4.8699,-2.2405,79.99,83,100,6.15,overcast clouds
526,Pisco,PE,-13.7,-76.2167,66.25,88,75,4.61,broken clouds
527,Kalat,PK,29.0225,66.5916,62.89,20,0,3.31,clear sky
528,Cam Ranh,VN,11.9214,109.1591,78.76,89,20,2.24,few clouds
529,Kiruna,SE,67.8557,20.2251,30.22,92,99,3.49,overcast clouds
530,Kendari,ID,-3.945,122.4989,78.37,89,53,2.66,broken clouds
531,Khani,GE,41.9563,42.9566,51.37,95,79,2.15,broken clouds
532,Navolato,MX,24.7672,-107.6944,98.64,39,20,12.1,few clouds
533,Yantongshan,CN,43.2919,126.0094,60.78,48,98,13.22,overcast clouds
534,Waipawa,NZ,-41.4122,175.5153,50.45,58,58,8.16,broken clouds
535,Puerto El Triunfo,SV,13.2833,-88.55,90.52,72,73,2.35,broken clouds
536,Wilmington Island,US,32.0036,-80.9737,86.09,53,1,4.0,clear sky
537,Machacamarca,BO,-18.1667,-67.0333,50.0,45,61,3.51,broken clouds
538,Fuxin,CN,42.0156,121.6589,61.83,34,100,6.85,moderate rain
539,Shellbrook,CA,53.2168,-106.4011,43.83,39,73,10.98,broken clouds
540,Lethem,GY,3.3803,-59.7968,76.86,91,99,8.01,overcast clouds
541,North Platte,US,41.1239,-100.7654,80.02,29,1,3.0,clear sky
542,Abancay,PE,-13.6339,-72.8814,55.08,96,99,5.35,overcast clouds
543,Alihe,CN,50.5667,123.7167,50.14,65,81,4.79,broken clouds
544,Port Hedland,AU,-20.3167,118.5667,66.25,48,90,12.66,overcast clouds
545,Minab,IR,27.1467,57.0801,83.7,34,1,1.45,clear sky
546,Botucatu,BR,-22.8858,-48.445,56.16,41,38,1.88,scattered clouds
547,Jacareacanga,BR,-6.2222,-57.7528,81.21,68,91,1.74,overcast clouds
548,Yar-Sale,RU,66.8333,70.8333,34.68,81,100,8.23,light rain
549,Bandarbeyla,SO,9.4942,50.8122,78.8,82,35,22.59,scattered clouds
550,Roros,NO,62.5747,11.3842,42.64,75,90,4.61,overcast clouds
551,La Ronge,CA,55.1001,-105.2842,44.85,39,20,13.8,few clouds
552,Negara,ID,-8.3151,114.6025,79.09,84,58,5.14,broken clouds
553,Milos,GR,36.75,24.4333,68.72,79,0,8.75,clear sky
554,Tubuala,PA,9.5167,-79.0333,82.33,86,100,4.52,overcast clouds
555,Iquique,CL,-20.2208,-70.1431,59.04,82,75,2.24,broken clouds
556,Ust-Tsilma,RU,65.441,52.1498,33.49,63,100,8.84,overcast clouds
557,Oussouye,SN,12.485,-16.5469,75.38,72,93,8.86,overcast clouds
558,Kloulklubed,PW,7.0419,134.2556,81.1,72,61,4.0,broken clouds
559,Hasaki,JP,35.7333,140.8333,71.19,63,96,10.31,overcast clouds
560,Tanushimaru,JP,33.35,130.6833,67.82,70,100,3.27,overcast clouds
561,Poddorye,RU,57.4695,31.1156,52.34,79,100,6.17,light rain
562,Taonan,CN,45.3333,122.7833,64.6,17,9,8.77,clear sky
563,Arman,RU,59.7,150.1667,46.49,59,33,8.03,scattered clouds
564,Bullhead City,US,35.1478,-114.5683,102.11,5,75,17.27,broken clouds
565,Barreirinhas,BR,-2.7469,-42.8264,77.5,87,31,6.13,scattered clouds
566,Hami,CN,42.8,93.45,74.86,15,0,10.29,clear sky
567,Kuytun,RU,54.3419,101.5036,45.34,83,100,8.48,overcast clouds
568,Novyy Urgal,RU,51.0736,132.5642,48.31,77,100,1.88,overcast clouds
569,Ndago,TZ,-4.6,34.35,63.73,63,100,8.14,overcast clouds
570,Asahikawa,JP,43.7678,142.3703,58.21,67,40,10.25,scattered clouds
571,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,68,75,20.71,broken clouds
572,Hays,US,30.0502,-98.0336,85.91,76,90,13.29,overcast clouds
573,Nkowakowa,ZA,-23.8878,30.2871,55.45,59,29,3.98,scattered clouds
574,Nova Olimpia,BR,-14.7972,-57.2881,75.96,63,7,1.23,clear sky
575,Acarau,BR,-2.8856,-40.12,78.48,78,28,12.75,scattered clouds
576,Muriwai Beach,NZ,-36.8167,174.45,57.96,62,88,9.84,overcast clouds
577,Ketchikan,US,55.3422,-131.6461,49.39,77,90,8.25,light rain
578,Osmena,PH,10.5208,119.9258,82.27,76,85,3.91,overcast clouds
579,Allapalli,IN,19.4167,80.0667,82.76,24,91,1.9,overcast clouds
580,Soanierana Ivongo,MG,-16.9167,49.5833,66.92,91,18,5.64,few clouds
581,Buala,SB,-8.145,159.5921,82.15,80,98,14.83,light rain
582,Embu-Guacu,BR,-23.8534,-46.8396,63.36,74,74,0.87,broken clouds
583,Laguna,US,38.421,-121.4238,87.76,26,1,5.01,clear sky
584,Neropolis,BR,-16.4064,-49.2186,75.22,62,55,2.24,broken clouds
585,Pryazha,RU,61.6926,33.6216,35.24,92,96,4.12,overcast clouds
586,Summerville,US,33.0185,-80.1757,87.91,49,1,1.99,clear sky
587,Sisimiut,GL,66.9395,-53.6735,29.73,64,39,5.19,scattered clouds
588,Komsomolskiy,UZ,40.4272,71.7189,71.02,42,42,9.22,scattered clouds
589,Rurrenabaque,BO,-14.4413,-67.5278,75.09,83,75,0.0,broken clouds
590,Nagato,JP,34.3833,131.2,67.91,61,100,4.85,overcast clouds
591,Galveston,US,29.3669,-94.9669,82.51,77,40,4.0,scattered clouds
592,Nampa,US,43.5407,-116.5635,57.85,94,1,6.91,clear sky
593,Yongzhou,CN,26.4559,111.5988,77.04,87,87,5.79,overcast clouds
594,Vredendal,ZA,-31.6683,18.5012,56.03,81,4,4.79,clear sky
595,Bennington,US,42.8781,-73.1968,76.93,58,1,5.75,clear sky
596,Somerset,US,40.5668,-74.5496,78.66,64,1,5.01,clear sky
597,Porto Velho,BR,-8.7619,-63.9039,73.45,94,20,0.0,light rain
598,Imelda,PH,7.65,123.95,81.59,76,78,2.39,broken clouds
599,Oranjemund,NA,-28.55,16.4333,57.34,97,26,5.06,scattered clouds
600,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,65,0,0.0,clear sky
601,Buraydah,SA,26.326,43.975,82.85,17,0,10.51,clear sky
602,Fray Bentos,UY,-33.1325,-58.2956,56.73,74,0,3.51,clear sky
603,Harper,LR,4.375,-7.7169,79.47,86,71,5.12,light rain
604,Gijon,ES,43.5357,-5.6615,53.06,78,99,2.39,overcast clouds
605,Rosdorf,DE,51.5,9.9,49.08,85,89,10.67,overcast clouds
606,Coromandel,BR,-18.4733,-47.2003,68.83,55,98,3.78,overcast clouds
607,Masyaf,SY,35.0653,36.3406,65.35,49,0,4.79,clear sky
608,Aykhal,RU,66.0,111.5,43.88,81,70,11.65,broken clouds
609,Sinj,HR,43.7036,16.6394,64.29,67,70,6.67,broken clouds
610,Ondjiva,AO,-17.0667,15.7333,56.35,47,0,7.56,clear sky
611,Baturaja,ID,-4.1333,104.1667,75.96,94,75,1.95,broken clouds
612,Bara,NG,10.3744,10.7288,84.76,39,50,6.33,scattered clouds
613,El Alto,PE,-4.2714,-81.2147,68.36,84,35,11.88,scattered clouds
614,Isangel,VU,-19.55,169.2667,75.31,64,75,12.33,broken clouds
615,Leningradskiy,RU,69.3833,178.4167,35.17,87,76,10.31,broken clouds
616,Petropavlovka,RU,50.6114,105.3196,51.31,62,100,3.13,light rain
617,Lac Du Bonnet,CA,50.2536,-96.0612,42.75,95,100,17.49,overcast clouds
618,Leshukonskoye,RU,64.8989,45.7622,29.28,90,95,6.78,overcast clouds
619,Samoded,RU,63.6083,40.5111,29.93,95,57,4.56,broken clouds
620,Gimli,CA,50.6336,-96.9907,43.43,87,100,21.85,overcast clouds
621,Kirakira,SB,-10.4544,161.9205,82.53,65,88,10.54,overcast clouds
622,Palera,IN,25.0167,79.2333,83.53,18,100,5.01,overcast clouds
623,Athabasca,CA,54.7169,-113.2854,58.03,35,100,5.48,overcast clouds
624,Cayenne,GF,4.9333,-52.3333,80.1,88,0,3.0,moderate rain
625,Wad Rawah,SD,15.1603,33.1397,88.68,11,1,11.05,clear sky
626,Savannakhet,LA,16.566,104.751,79.52,82,95,4.85,overcast clouds
627,Chiredzi,ZW,-21.05,31.6667,56.07,58,0,3.94,clear sky
628,Motygino,RU,58.1831,94.7592,42.64,49,79,4.52,broken clouds
629,Boo,SE,59.3333,18.2833,49.68,93,90,20.02,light rain
630,Rundu,NA,-17.9333,19.7667,52.99,60,0,5.64,clear sky
631,Indiana,US,40.0003,-86.2503,85.75,69,75,10.36,broken clouds
632,Miri,MY,4.4148,114.0089,78.94,94,20,4.61,few clouds
633,Ashcroft,CA,50.7165,-121.2859,75.42,50,95,1.1,overcast clouds
634,Quatre Cocos,MU,-20.2078,57.7625,71.71,77,19,8.77,few clouds
635,Port-Cartier,CA,50.0334,-66.8654,50.76,97,100,2.77,overcast clouds
636,Reconquista,AR,-29.15,-59.65,56.14,65,0,5.46,clear sky
637,Balabac,PH,7.9868,117.0645,83.59,73,24,4.92,few clouds
638,Akdepe,TM,42.0551,59.3788,69.8,28,2,5.77,clear sky
639,Pochutla,MX,15.7432,-96.4661,85.05,59,99,4.27,overcast clouds
640,Alyangula,AU,-13.8483,136.4192,78.67,73,41,14.32,scattered clouds
641,Saint-Augustin,CA,51.226,-58.6502,47.16,78,100,14.23,overcast clouds
642,Graneros,CL,-34.0667,-70.7333,53.38,46,91,4.0,overcast clouds
643,Tosno,RU,59.54,30.8775,48.02,85,98,6.6,light rain
644,Guaranda,EC,-1.6,-79.0,55.09,91,79,3.65,broken clouds
645,Malbork,PL,54.0359,19.0266,49.77,93,100,8.37,overcast clouds
646,Teguise,ES,29.0605,-13.564,62.82,68,40,22.3,scattered clouds
647,Linxia,CN,35.6003,103.2064,57.67,46,99,2.46,overcast clouds
648,Olafsvik,IS,64.8945,-23.7142,46.4,80,93,16.67,overcast clouds
649,Hovd,MN,48.0056,91.6419,61.34,27,6,7.14,clear sky
650,Garden City,US,42.3256,-83.331,88.05,37,75,12.01,broken clouds
651,Kargasok,RU,59.0556,80.8572,45.86,60,94,8.7,overcast clouds
652,Mogadishu,SO,2.0371,45.3438,79.02,75,2,18.86,clear sky
653,Pio Xii,BR,-3.8325,-45.1525,75.69,88,20,3.69,few clouds
654,Boden,SE,65.8252,21.6886,44.6,88,91,1.39,overcast clouds
655,Ayan,RU,56.45,138.1667,41.11,61,100,2.1,overcast clouds
656,Tautira,PF,-17.7333,-149.15,84.22,73,66,4.99,broken clouds
657,Ilo,PE,-17.6394,-71.3375,67.62,74,43,7.99,scattered clouds
658,Luena,AO,-11.7833,19.9167,50.88,67,40,3.4,scattered clouds
659,Keti Bandar,PK,24.1447,67.4497,83.43,84,29,19.46,scattered clouds
660,Vao,NC,-22.6667,167.4833,71.49,62,17,15.93,few clouds
661,Passo De Camaragibe,BR,-9.2368,-35.4901,76.55,93,55,5.32,broken clouds
662,Varhaug,NO,58.6147,5.6457,54.95,77,100,9.42,overcast clouds
663,Caxito,AO,-8.5785,13.6643,69.19,89,19,3.69,few clouds
664,Puerto Rico,AR,-26.796,-55.024,52.52,65,33,1.99,scattered clouds
665,Jablonne Nad Orlici,CZ,50.0296,16.6006,46.69,85,32,5.79,scattered clouds
666,San Policarpo,PH,12.1791,125.5072,82.89,79,97,4.38,overcast clouds
667,Longyan,CN,25.1072,117.0225,74.39,97,99,3.24,overcast clouds
668,Loandjili,CG,-4.7561,11.8578,77.11,94,20,4.61,few clouds
669,Awjilah,LY,29.1081,21.2869,81.79,12,0,3.38,clear sky
670,Waitara,NZ,-38.925,174.25,54.72,59,0,1.68,clear sky
671,Riyadh,SA,24.6877,46.7219,95.05,10,20,3.44,few clouds
672,Krasnyy Chikoy,RU,50.3643,108.7512,42.1,97,100,4.03,light rain
673,Chitose,JP,42.8194,141.6522,64.65,41,75,6.91,broken clouds
674,Zanzibar,TZ,-6.1639,39.1979,74.34,78,100,8.32,overcast clouds
675,Aswan,EG,24.0934,32.907,82.99,16,0,9.13,clear sky
676,Zemio,CF,5.0314,25.1361,69.94,88,57,2.46,light rain
677,La Grande,US,45.3246,-118.0877,64.69,67,99,4.12,light rain
678,Beloha,MG,-25.1667,45.05,61.16,82,6,5.55,clear sky
679,Valdosta,US,30.8327,-83.2785,91.35,39,20,6.91,few clouds
680,Lima,PE,-12.0432,-77.0282,63.14,85,90,1.01,overcast clouds
681,Kaili,ID,-3.4626,120.2147,70.02,94,100,2.15,overcast clouds
682,Ussel,FR,45.55,2.3167,41.09,99,80,2.68,broken clouds
683,Acandi,CO,8.5063,-77.2778,79.11,87,96,3.49,overcast clouds
684,Krutaya Gorka,RU,55.3649,73.2231,58.68,66,18,2.35,few clouds
685,Soyo,AO,-6.1349,12.3689,78.08,88,50,7.78,scattered clouds
686,Jieshi,CN,22.8134,115.8257,81.66,79,50,6.15,scattered clouds
687,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,57,97,11.68,overcast clouds
688,Barabinsk,RU,55.3571,78.357,64.8,70,1,4.85,clear sky
689,Bathsheba,BB,13.2167,-59.5167,81.21,61,40,12.75,scattered clouds
